  Lines           Copies        Function name
       39 (0.0%)      1 (0.0%)  <ra_hir_ty::OpaqueTyId as core::cmp::PartialEq>::eq
       39 (0.0%)      1 (0.0%)  <ra_tt::Ident as core::clone::Clone>::clone
       39 (0.0%)      1 (0.0%)  <ra_tt::Literal as core::clone::Clone>::clone
       39 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeTo<usize>>::index
       38 (0.0%)      2 (0.0%)  <core::ops::range::Range<usize> as core::slice::SliceIndex<[T]>>::index
       38 (0.0%)      2 (0.0%)  <std::collections::hash::map::HashMap<K,V,S> as core::fmt::Debug>::fmt
       38 (0.0%)      1 (0.0%)  <core::iter::adapters::Map<I,F> as core::iter::traits::iterator::Iterator>::try_fold
       38 (0.0%)      1 (0.0%)  <ra_parser::syntax_kind::generated::SyntaxKind as core::cmp::PartialEq>::eq
       38 (0.0%)      1 (0.0%)  <rowan::api::SyntaxNode<L> as core::clone::Clone>::clone
       38 (0.0%)      1 (0.0%)  <rowan::api::SyntaxToken<L> as core::clone::Clone>::clone
       38 (0.0%)      1 (0.0%)  <smallvec::SmallVec<A> as core::ops::index::Index<I>>::index
       38 (0.0%)      1 (0.0%)  std::thread::local::fast::destroy_value
       37 (0.0%)      1 (0.0%)  <core::ops::range::Range<usize> as core::slice::SliceIndex<[T]>>::get
       37 (0.0%)      1 (0.0%)  <ra_ssr::errors::SsrError as core::fmt::Display>::fmt
       37 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::ConcreteConst<I>>::fmt
       37 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::ProgramClauseData<I>>::fmt
       37 (0.0%)      1 (0.0%)  core::iter::adapters::StepBy<I>::new
       36 (0.0%)      4 (0.0%)  core::mem::maybe_uninit::MaybeUninit<T>::zeroed
       36 (0.0%)      4 (0.0%)  indexmap::map::OccupiedEntry<K,V>::get
       36 (0.0%)      3 (0.0%)  core::iter::adapters::Cloned<I>::new
       36 (0.0%)      3 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::keys
       36 (0.0%)      2 (0.0%)  <ra_hir_expand::InFile<T> as core::clone::Clone>::clone
       36 (0.0%)      2 (0.0%)  <ra_hir_ty::Canonical<T> as core::cmp::PartialEq>::eq
       36 (0.0%)      2 (0.0%)  alloc::sync::Arc<T>::from_raw
       36 (0.0%)      1 (0.0%)  <ra_hir_def::data::TraitData as core::cmp::PartialEq>::eq
       36 (0.0%)      1 (0.0%)  <ra_hir_def::path::GenericArgs as core::cmp::PartialEq>::eq
       36 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::Environment<I>>::fmt
       36 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_cmpeq_epi8
       36 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_cmpgt_epi8
       36 (0.0%)      1 (0.0%)  core::option::Option<T>::unwrap_or
       36 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::seq_lock::SeqLockWriteGuard::abort
       35 (0.0%)      5 (0.0%)  alloc::vec::Vec<T>::extend_from_slice
       35 (0.0%)      1 (0.0%)  <ra_ssr::parsing::Constraint as core::clone::Clone>::clone
       35 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::from_size_align
       35 (0.0%)      1 (0.0%)  ra_ssr::matching::Matcher::get_placeholder::{{closure}}
       34 (0.0%)      2 (0.0%)  alloc::boxed::Box<T>::from_raw
       34 (0.0%)      2 (0.0%)  core::option::Option<T>::as_ref
       34 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::set_file_source_root
       34 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::set_file_source_root_with_durability
       34 (0.0%)      1 (0.0%)  <alloc::boxed::Box<T> as core::clone::Clone>::clone
       34 (0.0%)      1 (0.0%)  <alloc::rc::Rc<T> as core::ops::drop::Drop>::drop
       34 (0.0%)      1 (0.0%)  <hashbrown::raw::ProbeSeq as core::iter::traits::iterator::Iterator>::next
       34 (0.0%)      1 (0.0%)  <ra_tt::Punct as core::cmp::PartialEq>::eq
       34 (0.0%)      1 (0.0%)  <rowan::cursor::SyntaxToken as core::cmp::PartialEq>::eq
       34 (0.0%)      1 (0.0%)  <thin_dst::ThinData<Head,SliceItem> as core::cmp::PartialEq>::eq
       34 (0.0%)      1 (0.0%)  alloc::string::String::push
       34 (0.0%)      1 (0.0%)  core::num::<impl u32>::overflowing_sub
       34 (0.0%)      1 (0.0%)  core::num::<impl usize>::overflowing_add
       34 (0.0%)      1 (0.0%)  core::num::<impl usize>::overflowing_mul
       34 (0.0%)      1 (0.0%)  ra_ssr::<impl ra_ssr::matching::Match>::matched_text
       34 (0.0%)      1 (0.0%)  smol_str::Repr::len
       33 (0.0%)     15 (0.0%)  <T as core::convert::From<T>>::from
       33 (0.0%)      3 (0.0%)  <T as core::convert::TryInto<U>>::try_into
       33 (0.0%)      3 (0.0%)  hashbrown::map::HashMap<K,V,S>::contains_key
       33 (0.0%)      1 (0.0%)  <chalk_ir::ProgramClauseImplication<I> as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::AdtDatum<I> as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::AssociatedTyValue<I> as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::FnDefDatum<I> as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <ra_hir_def::adt::FieldData as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <ra_hir_def::data::ConstData as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <ra_hir_def::expr::MatchArm as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <ra_hir_def::generics::TypeParamData as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <ra_hir_def::item_tree::Field as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <ra_hir_def::path::AssociatedTypeBinding as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <ra_hir_def::path::Path as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <ra_hir_expand::MacroCallLoc as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::ClosureFnTraitImplData as core::cmp::PartialEq>::eq
       33 (0.0%)      1 (0.0%)  core::core_arch::simd::i8x16::new
       33 (0.0%)      1 (0.0%)  ra_hir_def::db::crate_def_map_wait
       32 (0.0%)      7 (0.0%)  core::option::Option<&T>::cloned
       32 (0.0%)      4 (0.0%)  salsa::QueryTableMut<Q>::new
       32 (0.0%)      2 (0.0%)  ra_ssr::errors::SsrError::new
       32 (0.0%)      2 (0.0%)  smol_str::SmolStr::new
       32 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::hash::Hasher>::write::{{closure}}
       32 (0.0%)      1 (0.0%)  <thin_dst::ThinArc<Head,SliceItem> as core::clone::Clone>::clone
       32 (0.0%)      1 (0.0%)  core::num::<impl u32>::checked_sub
       32 (0.0%)      1 (0.0%)  core::num::<impl usize>::checked_add
       32 (0.0%)      1 (0.0%)  core::num::<impl usize>::checked_mul
       32 (0.0%)      1 (0.0%)  ra_ssr::matching::is_closing_token
       31 (0.0%)      7 (0.0%)  <&T as core::fmt::Display>::fmt
       31 (0.0%)      1 (0.0%)  core::slice::<impl [T]>::split_at_mut
       31 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::seq_lock::SeqLock::write
       30 (0.0%)      2 (0.0%)  alloc::sync::Arc<T>::as_ptr
       30 (0.0%)      2 (0.0%)  alloc::sync::set_data_ptr
       30 (0.0%)      2 (0.0%)  alloc::vec::Vec<T>::shrink_to_fit
       30 (0.0%)      2 (0.0%)  ra_ssr::SsrPattern::tree_for_kind_with_reason::{{closure}}
       30 (0.0%)      2 (0.0%)  std::collections::hash::set::HashSet<T,S>::insert
       30 (0.0%)      1 (0.0%)  <indexmap::set::IndexSet<T,S> as core::iter::traits::collect::IntoIterator>::into_iter
       30 (0.0%)      1 (0.0%)  <parking_lot::raw_rwlock::RawRwLock as lock_api::rwlock::RawRwLock>::unlock_shared
       30 (0.0%)      1 (0.0%)  <ra_hir_expand::MacroCallLoc as core::clone::Clone>::clone
       30 (0.0%)      1 (0.0%)  <ra_hir_ty::Canonical<T> as core::fmt::Debug>::fmt
       30 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::InEnvironment<T> as core::fmt::Debug>::fmt
       30 (0.0%)      1 (0.0%)  <ra_ssr::SsrRule as core::fmt::Debug>::fmt
       30 (0.0%)      1 (0.0%)  <ra_ssr::parsing::Token as core::fmt::Debug>::fmt
       30 (0.0%)      1 (0.0%)  core::fmt::Arguments::new_v1_formatted
       30 (0.0%)      1 (0.0%)  core::num::<impl u16>::from_ne_bytes
       30 (0.0%)      1 (0.0%)  core::num::<impl u32>::from_ne_bytes
       30 (0.0%)      1 (0.0%)  core::num::<impl u64>::from_ne_bytes
       30 (0.0%)      1 (0.0%)  core::sync::atomic::atomic_add
       30 (0.0%)      1 (0.0%)  core::sync::atomic::atomic_sub
       30 (0.0%)      1 (0.0%)  core::sync::atomic::atomic_swap
       30 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::match_byte
       29 (0.0%)      2 (0.0%)  alloc::raw_vec::finish_grow::{{closure}}
       29 (0.0%)      1 (0.0%)  <parking_lot::raw_rwlock::RawRwLock as lock_api::rwlock::RawRwLockUpgrade>::unlock_upgradable
       29 (0.0%)      1 (0.0%)  alloc::alloc::exchange_malloc
       28 (0.0%)      4 (0.0%)  <alloc::vec::Vec<T> as core::clone::Clone>::clone
       28 (0.0%)      4 (0.0%)  <chalk_ir::Binders<T> as core::hash::Hash>::hash
       28 (0.0%)      1 (0.0%)  std::thread::local::fast::Key<T>::try_register_dtor
       27 (0.0%)      9 (0.0%)  <ra_hir_def::item_tree::FileItemTreeId<N> as core::fmt::Debug>::fmt
       27 (0.0%)      3 (0.0%)  <std::collections::hash::map::Keys<K,V> as core::iter::traits::iterator::Iterator>::next
       27 (0.0%)      1 (0.0%)  <chalk_ir::debug::VariableKindsDebug<I> as core::fmt::Debug>::fmt
       27 (0.0%)      1 (0.0%)  <parking_lot::raw_mutex::RawMutex as lock_api::mutex::RawMutex>::lock
       27 (0.0%)      1 (0.0%)  core::fmt::Arguments::new_v1
       27 (0.0%)      1 (0.0%)  ra_ssr::SsrPattern::tree_for_kind_with_reason
       27 (0.0%)      1 (0.0%)  ra_ssr::matching::Matcher::get_placeholder
       27 (0.0%)      1 (0.0%)  salsa::Database::sweep_all
       26 (0.0%)      2 (0.0%)  <core::iter::adapters::TakeWhile<I,P> as core::iter::traits::iterator::Iterator>::try_fold::check
       26 (0.0%)      2 (0.0%)  core::iter::traits::iterator::Iterator::collect
       26 (0.0%)      2 (0.0%)  std::collections::hash::set::HashSet<T,S>::iter
       26 (0.0%)      1 (0.0%)  <core::iter::adapters::StepBy<I> as core::iter::traits::iterator::Iterator>::next
       26 (0.0%)      1 (0.0%)  <parking_lot::raw_rwlock::RawRwLock as lock_api::rwlock::RawRwLock>::lock_exclusive
       26 (0.0%)      1 (0.0%)  <thin_dst::ThinArc<Head,SliceItem> as core::cmp::PartialEq<alloc::sync::Arc<thin_dst::ThinData<Head,SliceItem>>>>::eq
       26 (0.0%)      1 (0.0%)  <thin_dst::ThinArc<Head,SliceItem> as core::cmp::PartialEq>::eq
       26 (0.0%)      1 (0.0%)  alloc::str::join_generic_copy::{{closure}}
       26 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::AdtId<I>>::fmt
       26 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::AssocTypeId<I>>::fmt
       26 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::FnDefId<I>>::fmt
       26 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::TraitId<I>>::fmt
       26 (0.0%)      1 (0.0%)  core::fmt::num::<impl core::fmt::Debug for i32>::fmt
       26 (0.0%)      1 (0.0%)  core::fmt::num::<impl core::fmt::Debug for usize>::fmt
       26 (0.0%)      1 (0.0%)  core::ptr::replace
       26 (0.0%)      1 (0.0%)  parking_lot::condvar::Condvar::new
       26 (0.0%)      1 (0.0%)  rowan::cursor::<impl rowan::utility_types::NodeOrToken<rowan::cursor::SyntaxNode,rowan::cursor::SyntaxToken>>::first_token
       26 (0.0%)      1 (0.0%)  std::panicking::begin_panic::PanicPayload<A>::new
       25 (0.0%)      5 (0.0%)  <ra_syntax::ptr::AstPtr<N> as core::cmp::PartialEq>::eq
       25 (0.0%)      5 (0.0%)  <std::collections::hash::map::HashMap<K,V,S> as core::default::Default>::default
       25 (0.0%)      5 (0.0%)  std::thread::local::LocalKey<T>::with
       25 (0.0%)      1 (0.0%)  alloc::rc::RcBoxPtr::inc_strong
       25 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::Const<I>>::fmt
       25 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::GenericArg<I>>::fmt
       25 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::Lifetime<I>>::fmt
       25 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::ProgramClause<I>>::fmt
       25 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::ProgramClauses<I>>::fmt
       25 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::QuantifiedWhereClauses<I>>::fmt
       25 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::Ty<I>>::fmt
       25 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Display for chalk_ir::Substitution<I>>::fmt
       25 (0.0%)      1 (0.0%)  core::iter::sources::successors
       25 (0.0%)      1 (0.0%)  rowan::api::<impl rowan::utility_types::NodeOrToken<rowan::api::SyntaxNode<L>,rowan::api::SyntaxToken<L>>>::text_range
       24 (0.0%)      6 (0.0%)  alloc::vec::Vec<T>::capacity
       24 (0.0%)      5 (0.0%)  core::intrinsics::write_bytes
       24 (0.0%)      4 (0.0%)  <lock_api::rwlock::RwLockWriteGuard<R,T> as core::ops::deref::Deref>::deref
       24 (0.0%)      4 (0.0%)  core::iter::adapters::map_fold
       24 (0.0%)      4 (0.0%)  indexmap::map::Size::is_same_size
       24 (0.0%)      2 (0.0%)  <core::iter::adapters::Map<I,F> as core::iter::traits::iterator::Iterator>::next
       24 (0.0%)      2 (0.0%)  <core::ops::range::Range<usize> as core::slice::SliceIndex<[T]>>::get_unchecked
       24 (0.0%)      2 (0.0%)  <std::collections::hash::set::HashSet<T,S> as core::default::Default>::default
       24 (0.0%)      2 (0.0%)  indexmap::map::Pos::with_hash
       24 (0.0%)      2 (0.0%)  ra_ssr::MatchFinder::output_debug_for_nodes_at_range::{{closure}}
       24 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::associated_ty_value
       24 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::fn_def_datum
       24 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::impl_datum
       24 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::struct_datum
       24 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::trait_datum
       24 (0.0%)      1 (0.0%)  <core::num::NonZeroUsize as core::cmp::PartialOrd>::partial_cmp
       24 (0.0%)      1 (0.0%)  core::iter::adapters::Peekable<I>::new
       24 (0.0%)      1 (0.0%)  core::iter::traits::iterator::Iterator::count::add1
       24 (0.0%)      1 (0.0%)  core::str::<impl str>::bytes
       24 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeFrom<usize>>::get
       24 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeTo<usize>>::get
       24 (0.0%)      1 (0.0%)  ra_ssr::matching::get_match
       24 (0.0%)      1 (0.0%)  text_size::range::TextRange::new
       23 (0.0%)      2 (0.0%)  core::iter::adapters::Enumerate<I>::new
       23 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::attrs
       23 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::documentation
       23 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::generic_defaults
       23 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::generic_predicates
       23 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::generic_predicates_for_param
       23 (0.0%)      1 (0.0%)  <indexmap::set::IntoIter<T> as core::iter::traits::iterator::Iterator>::collect
       23 (0.0%)      1 (0.0%)  <ra_hir_ty::ApplicationTy as core::clone::Clone>::clone
       23 (0.0%)      1 (0.0%)  <ra_tt::Subtree as core::clone::Clone>::clone
       23 (0.0%)      1 (0.0%)  indexmap::map::Pos::pos
       23 (0.0%)      1 (0.0%)  ra_hir::semantics::Semantics<DB>::new
       23 (0.0%)      1 (0.0%)  rowan::api::<impl core::fmt::Display for rowan::utility_types::NodeOrToken<rowan::api::SyntaxNode<L>,rowan::api::SyntaxToken<L>>>::fmt
       22 (0.0%)      2 (0.0%)  core::iter::adapters::copy_try_fold::{{closure}}
       22 (0.0%)      2 (0.0%)  core::iter::traits::iterator::Iterator::count
       22 (0.0%)      1 (0.0%)  <alloc::sync::Arc<[T]> as core::iter::traits::collect::FromIterator<T>>::from_iter
       22 (0.0%)      1 (0.0%)  <alloc::sync::Arc<[T]>::from_iter_exact::Guard<T> as core::ops::drop::Drop>::drop
       22 (0.0%)      1 (0.0%)  <core::str::pattern::MatchOnly as core::str::pattern::TwoWayStrategy>::matching
       22 (0.0%)      1 (0.0%)  core::convert::num::ptr_try_from_impls::<impl core::convert::TryFrom<usize> for u32>::try_from
       22 (0.0%)      1 (0.0%)  core::sync::atomic::atomic_store
       22 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::seq_lock::SeqLock::optimistic_read
       22 (0.0%)      1 (0.0%)  hashbrown::raw::RawTable<T>::bucket_index
       22 (0.0%)      1 (0.0%)  indexmap::map::IndexMap<K,V,S>::keys
       22 (0.0%)      1 (0.0%)  thin_dst::ThinData<Head,SliceItem>::fatten_const
       21 (0.0%)      7 (0.0%)  core::option::Option<&T>::cloned::{{closure}}
       21 (0.0%)      3 (0.0%)  <alloc::vec::Vec<T> as alloc::vec::SpecExtend<&T,I>>::spec_extend
       21 (0.0%)      3 (0.0%)  <ra_hir_def::AssocItemLoc<N> as core::hash::Hash>::hash
       21 (0.0%)      3 (0.0%)  core::array::<impl core::convert::TryFrom<&[T]> for [T; N]>::try_from::{{closure}}
       21 (0.0%)      3 (0.0%)  core::iter::traits::iterator::Iterator::cloned
       21 (0.0%)      3 (0.0%)  core::str::traits::<impl core::ops::index::Index<I> for str>::index
       21 (0.0%)      1 (0.0%)  <alloc::alloc::Global as core::alloc::AllocRef>::dealloc
       21 (0.0%)      1 (0.0%)  <crossbeam_utils::atomic::atomic_cell::AtomicCell<T> as core::fmt::Debug>::fmt
       21 (0.0%)      1 (0.0%)  <parking_lot::raw_mutex::RawMutex as lock_api::mutex::RawMutex>::unlock
       21 (0.0%)      1 (0.0%)  <ra_hir_ty::OpaqueTy as core::clone::Clone>::clone
       21 (0.0%)      1 (0.0%)  core::iter::adapters::Peekable<I>::peek
       21 (0.0%)      1 (0.0%)  core::num::<impl usize>::one_less_than_next_power_of_two
       21 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::lowest_set_bit
       20 (0.0%)      5 (0.0%)  core::cmp::PartialEq::ne
       20 (0.0%)      4 (0.0%)  core::cell::Cell<T>::set
       20 (0.0%)      4 (0.0%)  core::iter::traits::iterator::Iterator::for_each::call
       20 (0.0%)      2 (0.0%)  <core::iter::LoopState<C,B> as core::ops::try::Try>::from_error
       20 (0.0%)      2 (0.0%)  <core::iter::LoopState<C,B> as core::ops::try::Try>::from_ok
       20 (0.0%)      1 (0.0%)  <core::iter::adapters::TakeWhile<I,P> as core::iter::traits::iterator::Iterator>::fold::ok::{{closure}}
       20 (0.0%)      1 (0.0%)  <core::ops::range::RangeTo<usize> as core::slice::SliceIndex<[T]>>::index_mut
       20 (0.0%)      1 (0.0%)  <parking_lot::raw_rwlock::RawRwLock as lock_api::rwlock::RawRwLock>::unlock_exclusive
       20 (0.0%)      1 (0.0%)  <ra_hir_def::path::GenericArg as core::cmp::PartialEq>::eq
       20 (0.0%)      1 (0.0%)  <ra_hir_ty::method_resolution::TyFingerprint as core::cmp::PartialEq>::eq
       20 (0.0%)      1 (0.0%)  <ra_ssr::SsrMatches as core::fmt::Debug>::fmt
       20 (0.0%)      1 (0.0%)  <ra_ssr::errors::SsrError as core::fmt::Debug>::fmt
       20 (0.0%)      1 (0.0%)  <ra_ssr::matching::MatchFailureReason as core::fmt::Debug>::fmt
       20 (0.0%)      1 (0.0%)  <ra_ssr::matching::Var as core::fmt::Debug>::fmt
       20 (0.0%)      1 (0.0%)  <ra_ssr::parsing::RawSearchPattern as core::fmt::Debug>::fmt
       20 (0.0%)      1 (0.0%)  <ra_ssr::parsing::SsrTemplate as core::fmt::Debug>::fmt
       20 (0.0%)      1 (0.0%)  core::alloc::AllocInit::init_offset
       20 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::pad_to_align
       20 (0.0%)      1 (0.0%)  core::str::<impl str>::chars
       20 (0.0%)      1 (0.0%)  rowan::api::<impl rowan::utility_types::NodeOrToken<rowan::api::SyntaxNode<L>,rowan::api::SyntaxToken<L>>>::kind
       19 (0.0%)      3 (0.0%)  <core::iter::adapters::Cloned<I> as core::iter::traits::iterator::Iterator>::next
       19 (0.0%)      2 (0.0%)  alloc::sync::Arc<[T]>::allocate_for_slice::{{closure}}
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::generic_params
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::item_tree
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::intern_const
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::intern_enum
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::intern_function
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::intern_impl
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::intern_static
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::intern_struct
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::intern_trait
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::intern_type_alias
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::intern_union
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::ast_id_map
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::macro_def
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::callable_item_signature
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::field_types
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::intern_assoc_ty_value
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::intern_callable_def
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::intern_chalk_impl
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::intern_type_ctor
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::intern_type_param_id
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::ty
       19 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::value_ty
       19 (0.0%)      1 (0.0%)  <alloc::sync::Arc<str> as core::convert::From<&str>>::from
       19 (0.0%)      1 (0.0%)  <chalk_ir::BoundVar as core::cmp::PartialEq>::eq
       19 (0.0%)      1 (0.0%)  <chalk_ir::Fn<I> as core::cmp::PartialEq>::eq
       19 (0.0%)      1 (0.0%)  <chalk_ir::PlaceholderIndex as core::cmp::PartialEq>::eq
       19 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::AssociatedTyValueId<I> as core::fmt::Debug>::fmt
       19 (0.0%)      1 (0.0%)  <core::ops::range::Range<usize> as core::slice::SliceIndex<[T]>>::index_mut
       19 (0.0%)      1 (0.0%)  <hashbrown::map::IterMut<K,V> as core::iter::traits::iterator::Iterator>::next::{{closure}}
       19 (0.0%)      1 (0.0%)  <parking_lot::raw_rwlock::RawRwLock as lock_api::rwlock::RawRwLockUpgrade>::upgrade
       19 (0.0%)      1 (0.0%)  core::char::methods::len_utf8
       19 (0.0%)      1 (0.0%)  core::str::traits::<impl core::cmp::PartialEq for str>::eq
       19 (0.0%)      1 (0.0%)  core::sync::atomic::fence
       19 (0.0%)      1 (0.0%)  text_size::range::TextRange::cover
       18 (0.0%)      2 (0.0%)  core::iter::adapters::TakeWhile<I,P>::new
       18 (0.0%)      1 (0.0%)  <alloc::vec::Vec<T> as core::iter::traits::collect::FromIterator<T>>::from_iter
       18 (0.0%)      1 (0.0%)  <chalk_ir::AliasEq<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_ir::ApplicationTy<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_ir::ConstData<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_ir::DynTy<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_ir::EqGoal<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_ir::LifetimeOutlives<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_ir::Normalize<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_ir::OpaqueTy<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_ir::ProjectionTy<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_ir::TraitRef<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::AdtDatumBound<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::AssociatedTyDatumBound<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::FnDefDatumBound<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::FnDefInputsAndOutputDatum<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::ImplDatumBound<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::TraitBound<I> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <core::ops::range::Range<Idx> as core::cmp::PartialEq>::eq
